,Unnamed: 0,degree,closeness,betwennes,influence
0,0,0.0856859831599801,0.3533117508093446,0.1461431626889922,1.0
1,1,0.0024764735017335,0.2612408617454875,7.595021178512074e-08,0.0
2,2,0.004210004952947,0.2613761408505405,1.700964075241295e-06,0.0
3,3,0.0024764735017335,0.2612408617454875,1.8403320547933107e-07,0.0
4,4,0.0032194155522535,0.2613084837895554,2.220416123521893e-06,0.0
5,5,0.0014858841010401,0.2611732746911584,2.4537760730577472e-08,0.0
6,6,0.004952947003467,0.2747686445291236,0.0001703499599642,0.0
7,7,0.0019811788013868,0.2612070638463031,2.7604980821899654e-07,0.0
8,8,0.0141158989598811,0.2620546433902265,1.652782319026602e-05,0.0
9,9,0.0024764735017335,0.2612408617454875,4.986739552037655e-08,0.0
10,10,0.0002476473501733,0.2610888400362084,0.0,0.0
11,11,0.0002476473501733,0.2610888400362084,0.0,0.0
12,12,0.0076770678553739,0.2616132167152575,1.7815119395285727e-06,0.0
13,13,0.0037147102526002,0.2613253947709034,5.582871686568508e-07,0.0
14,14,0.0002476473501733,0.2610888400362084,0.0,0.0
15,15,0.0022288261515601,0.2612239617026782,1.9979459275532697e-07,0.0
16,16,0.0032194155522535,0.2612915749967646,4.106666900048034e-07,0.0
17,17,0.0002476473501733,0.2610888400362084,0.0,0.0
18,18,0.0039623576027736,0.2613423079412336,5.062957964075819e-06,0.0
19,19,0.0037147102526002,0.2613253947709034,6.793693332142838e-07,0.0
20,20,0.0160970777612679,0.2756125861715924,0.0009382730944617,0.0
21,21,0.0027241208519068,0.2612577639751552,6.703002200833232e-07,0.0
22,22,0.004210004952947,0.2613592233009709,6.860348937590618e-06,0.0
23,23,0.0039623576027736,0.2613592233009709,1.3673472422981514e-07,0.0
24,24,0.0170876671619613,0.2622588816003117,5.410039310727957e-05,0.0
25,25,0.016840019811788,0.2622418495908559,1.947615272363988e-05,0.0
26,26,0.0012382367508667,0.2611732746911584,3.0672200913221845e-08,0.0
27,27,0.0032194155522535,0.2612915749967646,3.812160659244892e-07,0.0
28,28,0.0032194155522535,0.2612915749967646,1.3954817951917517e-06,0.0
29,29,0.004210004952947,0.2613761408505405,1.3694627409316544e-06,0.0
30,30,0.0056958890539871,0.2614776921582594,4.960787507746498e-06,0.0
31,31,0.0014858841010401,0.2611732746911584,0.0,0.0
32,32,0.0004952947003467,0.261105722599418,0.0,0.0
33,33,0.0012382367508667,0.3032897701667418,0.0036006321249756,0.0
34,34,0.0004952947003467,0.261105722599418,0.0,0.0
35,35,0.0027241208519068,0.2612577639751552,2.7264178589530523e-08,0.0
36,36,0.0002476473501733,0.2610888400362084,0.0,0.0
37,37,0.0022288261515601,0.2612408617454875,7.344481172858835e-07,0.0
38,38,0.0037147102526002,0.2613423079412336,9.605697182112568e-07,0.0
39,39,0.0108964834076275,0.2618337440020749,1.391078384664054e-05,0.0
40,40,0.0059435364041604,0.2614776921582594,4.673274954378314e-06,0.0
41,41,0.0004952947003467,0.261105722599418,0.0,0.0
42,42,0.0002476473501733,0.2610888400362084,0.0,0.0
43,43,0.0014858841010401,0.2611732746911584,0.0,0.0
44,44,0.0029717682020802,0.2612915749967646,3.0243457405507097e-07,0.0
45,45,0.0012382367508667,0.2611563833915405,0.0,0.0
46,46,0.0004952947003467,0.261105722599418,0.0,0.0
47,47,0.0054482417038137,0.2614607614607614,2.087294706150976e-05,0.0
48,48,0.0009905894006934,0.2611394942766604,1.8403320547933107e-07,0.0
49,49,0.0027241208519068,0.2612746683921061,5.14811628251577e-07,0.0
50,50,0.0017335314512134,0.2611901681759379,9.201660273966553e-08,0.0
51,51,0.0004952947003467,0.261105722599418,0.0,0.0
52,52,0.0076770678553739,0.2616132167152575,2.59830787083374e-05,0.0
