Node,degree,closeness,betwennes,influence
2.0,0.0052910052910052,0.1749190189726978,0.0,0.0
1.0,0.0264550264550264,0.2117647058823529,0.0914607141993853,1.0
3.0,0.0052910052910052,0.1749190189726978,0.0,0.0
4.0,0.0899470899470899,0.2133182844243792,0.1520563824733063,1.0
5.0,0.0714285714285714,0.229647630619684,0.2506280789975476,1.0
16.0,0.0555555555555555,0.1969775924960917,0.0158778910263058,1.0
44.0,0.0105820105820105,0.2223529411764706,0.1748779595199063,1.0
113.0,0.0396825396825396,0.1902365374937091,0.0645824385254159,1.0
131.0,0.0317460317460317,0.1799143265111851,0.0454484576079456,1.0
250.0,0.0158730158730158,0.1923664122137404,0.0001852553576691,0.0
259.0,0.0079365079365079,0.1789772727272727,0.0,0.0
13.0,0.0238095238095238,0.1815561959654178,0.0421142008457217,1.0
14.0,0.0105820105820105,0.178892569805963,0.0,0.0
15.0,0.0423280423280423,0.194344473007712,0.055437328590038,1.0
45.0,0.0264550264550264,0.1911987860394537,0.0014654636481085,0.0
46.0,0.0211640211640211,0.1910055583628095,0.0,0.0
47.0,0.0211640211640211,0.1910055583628095,0.0,0.0
61.0,0.0105820105820105,0.1761416589002795,0.0,0.0
126.0,0.0158730158730158,0.1766355140186916,0.0034852333702908,0.0
127.0,0.0158730158730158,0.1766355140186916,0.0034852333702908,0.0
128.0,0.0211640211640211,0.176800748362956,0.0140391749587152,0.0
146.0,0.0079365079365079,0.1762237762237762,0.0105539415884243,0.0
152.0,0.0026455026455026,0.1758957654723127,0.0,0.0
153.0,0.0079365079365079,0.1760596180717279,0.0,0.0
154.0,0.0079365079365079,0.1760596180717279,0.0,0.0
164.0,0.0105820105820105,0.1761416589002795,0.0,0.0
165.0,0.0105820105820105,0.1761416589002795,0.0,0.0
166.0,0.0105820105820105,0.1761416589002795,0.0,0.0
176.0,0.0211640211640211,0.1910055583628095,0.0,0.0
177.0,0.0211640211640211,0.1910055583628095,0.0,0.0
249.0,0.0079365079365079,0.189568706118355,0.0,0.0
274.0,0.0052910052910052,0.1778823529411764,0.0,0.0
313.0,0.0132275132275132,0.1897590361445783,0.0,0.0
314.0,0.0132275132275132,0.1897590361445783,0.0,0.0
323.0,0.0105820105820105,0.1761416589002795,0.0,0.0
324.0,0.0105820105820105,0.1761416589002795,0.0,0.0
330.0,0.0105820105820105,0.1764705882352941,0.0,0.0
371.0,0.0052910052910052,0.1759776536312849,0.0,0.0
373.0,0.0105820105820105,0.1896638233818364,4.678165597705828e-06,0.0
374.0,0.0079365079365079,0.189568706118355,0.0,0.0
199.0,0.0185185185185185,0.1897590361445783,0.0046667512327683,0.0
201.0,0.037037037037037,0.1927587965323814,0.0700036556166419,1.0
202.0,0.0185185185185185,0.1897590361445783,0.0046667512327683,0.0
204.0,0.0158730158730158,0.1898543445504771,0.0003935172654384,0.0
231.0,0.037037037037037,0.2430868167202572,0.2316539132017195,1.0
235.0,0.0052910052910052,0.2097669256381798,0.0,0.0
236.0,0.0264550264550264,0.2117647058823529,0.0126586908175606,0.0
237.0,0.0105820105820105,0.2102335928809788,0.0,0.0
238.0,0.0105820105820105,0.2102335928809788,0.0,0.0
254.0,0.0052910052910052,0.1892839258888332,0.0,0.0
298.0,0.0105820105820105,0.1896638233818364,0.0003537528578579,0.0
7.0,0.0158730158730158,0.1787234042553191,0.0210096416992968,0.0
6.0,0.0052910052910052,0.1783860311467673,0.0,0.0
8.0,0.0317460317460317,0.2163709215798511,0.1484275203004301,1.0
190.0,0.0105820105820105,0.1518682201687424,1.4034496793117482e-05,0.0
191.0,0.0052910052910052,0.1517462866318747,0.0,0.0
192.0,0.0079365079365079,0.1518072289156626,0.0,0.0
193.0,0.0079365079365079,0.1518072289156626,0.0,0.0
26.0,0.0714285714285714,0.2566191446028513,0.3971841813568121,1.0
62.0,0.0105820105820105,0.178892569805963,0.000126310471138,0.0
63.0,0.0079365079365079,0.17813383600377,0.0,0.0
64.0,0.0079365079365079,0.17813383600377,0.0,0.0
65.0,0.0264550264550264,0.1794019933554817,0.0417479497939268,1.0
137.0,0.0105820105820105,0.1783018867924528,0.0052910052910052,0.0
189.0,0.0079365079365079,0.1959564541213063,0.0456065864450136,0.0
342.0,0.0079365079365079,0.1782178217821782,0.0,0.0
343.0,0.0079365079365079,0.1782178217821782,0.0,0.0
344.0,0.0026455026455026,0.1779661016949152,0.0,0.0
10.0,0.0158730158730158,0.1586235837180025,0.0157888088922571,0.0
9.0,0.0079365079365079,0.1370558375634517,0.0,0.0
11.0,0.0079365079365079,0.1370558375634517,0.0,0.0
12.0,0.0079365079365079,0.1370558375634517,0.0,0.0
67.0,0.0502645502645502,0.1876861966236345,0.2554278416347383,1.0
68.0,0.0132275132275132,0.1585570469798657,3.742532478164662e-05,0.0
69.0,0.0238095238095238,0.1609880749574105,0.0017192258571568,0.0
17.0,0.0238095238095238,0.16875,0.0428287381411529,1.0
18.0,0.0211640211640211,0.1686746987951807,0.0375377328501477,0.0
19.0,0.0079365079365079,0.1539087947882736,0.0052910052910052,0.0
20.0,0.0052910052910052,0.1538461538461538,0.0,0.0
278.0,0.0052910052910052,0.1628608358466178,0.0,0.0
279.0,0.0052910052910052,0.1628608358466178,0.0,0.0
334.0,0.0211640211640211,0.1635655560363479,0.0209956072025037,0.0
366.0,0.0105820105820105,0.1632829373650108,0.0,0.0
367.0,0.0105820105820105,0.1632829373650108,0.0,0.0
368.0,0.0105820105820105,0.1632829373650108,0.0,0.0
29.0,0.0026455026455026,0.1444401987008024,0.0,0.0
58.0,0.0105820105820105,0.1454965357967667,0.0466085638499431,0.0
172.0,0.0158730158730158,0.1504178272980501,0.0185101403492208,0.0
258.0,0.0132275132275132,0.1637781629116118,0.0003099618863165,0.0
261.0,0.0052910052910052,0.1444954128440367,0.0,0.0
365.0,0.0052910052910052,0.1444954128440367,0.0,0.0
208.0,0.0026455026455026,0.1334274620543593,0.0,0.0
22.0,0.0079365079365079,0.1894736842105263,0.0,0.0
21.0,0.0317460317460317,0.2130777903043968,0.0419355927172935,1.0
23.0,0.0291005291005291,0.2141643059490085,0.0668686478981772,1.0
24.0,0.0264550264550264,0.2124789207419898,0.072334730464543,1.0
33.0,0.0291005291005291,0.1883408071748878,0.0148394420151399,1.0
109.0,0.0052910052910052,0.1769662921348314,0.0,0.0
220.0,0.0132275132275132,0.1908127208480565,0.0018477584569538,0.0
221.0,0.0079365079365079,0.1770491803278688,0.0,0.0
232.0,0.0132275132275132,0.2197674418604651,0.0401165548555628,0.0
233.0,0.0132275132275132,0.2197674418604651,0.0401165548555628,0.0
268.0,0.0105820105820105,0.1952479338842975,0.0,0.0
287.0,0.0052910052910052,0.1758139534883721,0.0,0.0
288.0,0.0052910052910052,0.1758139534883721,0.0,0.0
50.0,0.0105820105820105,0.2036637931034483,0.0023992162277361,0.0
51.0,0.0396825396825396,0.2470588235294117,0.3451471188025308,1.0
52.0,0.037037037037037,0.2306284319707138,0.1563961713504025,1.0
54.0,0.0052910052910052,0.1765530126109294,0.0,0.0
55.0,0.0052910052910052,0.1765530126109294,0.0,0.0
227.0,0.0052910052910052,0.1765530126109294,0.0,0.0
228.0,0.0052910052910052,0.1765530126109294,0.0,0.0
79.0,0.0079365079365079,0.1756505576208178,0.0105539415884243,0.0
140.0,0.0158730158730158,0.1765530126109294,0.0366019676364503,0.0
229.0,0.0052910052910052,0.1759776536312849,0.0,0.0
25.0,0.0079365079365079,0.2045454545454545,0.0,0.0
27.0,0.0079365079365079,0.2045454545454545,0.0,0.0
28.0,0.0079365079365079,0.2045454545454545,0.0,0.0
40.0,0.0238095238095238,0.206670311645708,0.0318192116221673,1.0
95.0,0.0449735449735449,0.2490118577075099,0.2701627204105746,1.0
104.0,0.0132275132275132,0.2072368421052631,0.000222212865891,0.0
105.0,0.0105820105820105,0.2068965517241379,0.0,0.0
106.0,0.0238095238095238,0.2088397790055248,0.0870559836077077,1.0
107.0,0.0211640211640211,0.2075782537067545,0.0160390907517344,0.0
108.0,0.0185185185185185,0.2058823529411764,0.0057284137743907,0.0
124.0,0.0052910052910052,0.2046561992420141,0.0,0.0
125.0,0.0158730158730158,0.2053231939163498,0.0105937059960048,0.0
155.0,0.0132275132275132,0.2051003798155181,0.0102919643149528,0.0
197.0,0.0026455026455026,0.2043243243243243,0.0,0.0
198.0,0.0052910052910052,0.2044348296376419,0.0,0.0
234.0,0.0079365079365079,0.2202797202797203,0.0026106503117997,0.0
251.0,0.0052910052910052,0.2044348296376419,0.0,0.0
273.0,0.0026455026455026,0.2043243243243243,0.0,0.0
295.0,0.0052910052910052,0.2044348296376419,0.0,0.0
296.0,0.0052910052910052,0.2044348296376419,0.0,0.0
297.0,0.0052910052910052,0.2198952879581152,0.0,0.0
306.0,0.0026455026455026,0.2043243243243243,0.0,0.0
315.0,0.0079365079365079,0.2045454545454545,0.0,0.0
316.0,0.0079365079365079,0.2045454545454545,0.0,0.0
317.0,0.0079365079365079,0.2045454545454545,0.0,0.0
31.0,0.0105820105820105,0.17516218721038,0.0,0.0
30.0,0.0238095238095238,0.2013851891315929,0.0107960700735741,0.0
32.0,0.0396825396825396,0.2020309994655264,0.0372230275350143,1.0
34.0,0.0105820105820105,0.17516218721038,0.0,0.0
35.0,0.0132275132275132,0.1752433936022253,3.5086241982793706e-06,0.0
36.0,0.0105820105820105,0.17516218721038,0.0,0.0
76.0,0.0158730158730158,0.2097669256381798,0.0086979128030031,0.0
219.0,0.0105820105820105,0.17516218721038,0.0,0.0
216.0,0.0079365079365079,0.1682991985752449,0.0,0.0
217.0,0.0079365079365079,0.1682991985752449,0.0,0.0
218.0,0.0079365079365079,0.1682991985752449,0.0,0.0
307.0,0.0052910052910052,0.1996830427892234,0.0,0.0
369.0,0.0052910052910052,0.1682242990654205,0.0,0.0
370.0,0.0052910052910052,0.1682242990654205,0.0,0.0
38.0,0.0079365079365079,0.1021069692058346,0.0052910052910052,0.0
37.0,0.0026455026455026,0.0926697720029419,0.0,0.0
304.0,0.0158730158730158,0.1135817307692307,0.0157888088922571,0.0
305.0,0.0052910052910052,0.1020793950850661,0.0,0.0
39.0,0.0026455026455026,0.171350861287398,0.0,0.0
173.0,0.0079365079365079,0.1715063520871143,0.0,0.0
174.0,0.0079365079365079,0.1715063520871143,0.0,0.0
175.0,0.0105820105820105,0.1715842033590558,1.4034496793117482e-05,0.0
239.0,0.0185185185185185,0.1976987447698744,0.0053072146342457,0.0
240.0,0.0185185185185185,0.1976987447698744,0.0053072146342457,0.0
282.0,0.0052910052910052,0.1714285714285714,0.0,0.0
326.0,0.0079365079365079,0.1821686746987952,0.0,0.0
42.0,0.0317460317460317,0.1897590361445783,0.0468260985502364,1.0
41.0,0.0158730158730158,0.1598984771573604,2.8068993586234965e-05,0.0
43.0,0.0132275132275132,0.159830866807611,2.1051745189676224e-05,0.0
241.0,0.0132275132275132,0.159830866807611,0.0,0.0
242.0,0.0132275132275132,0.159830866807611,0.0,0.0
243.0,0.0132275132275132,0.159830866807611,0.0,0.0
244.0,0.0132275132275132,0.159830866807611,0.0,0.0
170.0,0.0317460317460317,0.21,0.029890000667392,1.0
275.0,0.0105820105820105,0.1597633136094674,0.0,0.0
276.0,0.0105820105820105,0.1597633136094674,0.0,0.0
277.0,0.0105820105820105,0.1597633136094674,0.0,0.0
364.0,0.0079365079365079,0.1889055472263868,0.0,0.0
66.0,0.0158730158730158,0.2166189111747851,0.1746861547304003,1.0
49.0,0.0185185185185185,0.1588235294117647,0.0262445090031296,0.0
48.0,0.0026455026455026,0.1371055495103373,0.0,0.0
74.0,0.0052910052910052,0.1584905660377358,0.0,0.0
181.0,0.0079365079365079,0.1372050816696914,0.0,0.0
182.0,0.0079365079365079,0.1372050816696914,0.0,0.0
183.0,0.0105820105820105,0.1372549019607843,1.4034496793117482e-05,0.0
226.0,0.0052910052910052,0.137155297532656,0.0,0.0
53.0,0.0052910052910052,0.1760596180717279,1.4970129912658648e-05,0.0
100.0,0.0317460317460317,0.232902033271719,0.2215487429722984,1.0
160.0,0.0132275132275132,0.1989473684210526,0.0157958261406537,0.0
169.0,0.037037037037037,0.2158766419189035,0.2860200411071953,1.0
308.0,0.0079365079365079,0.2181188690132718,0.0,0.0
322.0,0.0052910052910052,0.1986337362059905,0.0,0.0
337.0,0.0079365079365079,0.2181188690132718,0.0,0.0
116.0,0.0158730158730158,0.1883408071748878,0.0209956072025037,0.0
117.0,0.0052910052910052,0.1879661859771258,0.0,0.0
266.0,0.0079365079365079,0.1880597014925373,0.0,0.0
267.0,0.0079365079365079,0.1880597014925373,0.0,0.0
291.0,0.0079365079365079,0.193945613134941,0.0007861323132259,0.0
57.0,0.0026455026455026,0.1594264023618726,0.0,0.0
56.0,0.0132275132275132,0.189568706118355,0.0052910052910052,0.0
110.0,0.0158730158730158,0.201815269620929,0.0042197053691306,0.0
194.0,0.0158730158730158,0.1899497487437186,0.0054032812653502,0.0
195.0,0.0105820105820105,0.1894736842105263,0.0,0.0
59.0,0.0052910052910052,0.1274014155712841,0.0,0.0
60.0,0.0158730158730158,0.1277027027027027,0.0364475881717261,0.0
357.0,0.0105820105820105,0.1134794356049234,0.0,0.0
358.0,0.0105820105820105,0.1134794356049234,0.0,0.0
359.0,0.0105820105820105,0.1134794356049234,0.0,0.0
264.0,0.0052910052910052,0.1522351993556182,0.0,0.0
265.0,0.0158730158730158,0.1524808390480032,3.742532478164661e-05,0.0
299.0,0.0132275132275132,0.1524193548387096,9.356331195411657e-06,0.0
300.0,0.0105820105820105,0.1523579201934704,0.0,0.0
301.0,0.0105820105820105,0.1523579201934704,0.0,0.0
302.0,0.0079365079365079,0.1522965350523771,0.0,0.0
345.0,0.0052910052910052,0.1522351993556182,0.0,0.0
346.0,0.0052910052910052,0.1522351993556182,0.0,0.0
101.0,0.0132275132275132,0.2021390374331551,0.0061700326068142,0.0
102.0,0.0185185185185185,0.2024638457418318,0.0262304745063365,0.0
111.0,0.0079365079365079,0.2012779552715655,0.0,0.0
70.0,0.0476190476190476,0.1627906976744186,0.1250730963374641,1.0
71.0,0.0158730158730158,0.1605777400169923,1.871266239082331e-05,0.0
72.0,0.0158730158730158,0.1607826456826882,0.0119351699811469,0.0
73.0,0.0132275132275132,0.1610566680869194,0.0214833059660645,0.0
75.0,0.0132275132275132,0.1605095541401273,0.00014268405073,0.0
80.0,0.0105820105820105,0.1582914572864321,0.0,0.0
81.0,0.0185185185185185,0.1584905660377358,6.315523556902867e-05,0.0
121.0,0.0105820105820105,0.1582914572864321,0.0,0.0
122.0,0.0158730158730158,0.1828737300435413,0.006757610205886,0.0
123.0,0.0105820105820105,0.1582914572864321,0.0,0.0
248.0,0.0079365079365079,0.1826086956521739,0.0,0.0
285.0,0.0079365079365079,0.1582251988279615,0.0,0.0
363.0,0.0026455026455026,0.1580928481806775,0.0,0.0
119.0,0.0264550264550264,0.1412028389988793,0.015854303210625,0.0
150.0,0.0211640211640211,0.1409395973154362,0.0416286565711853,0.0
